Loan Number,Country / Economy,Region,Loan Type,Loan Status,Board Approval Date,Original Principal Amount (US$),Cancelled Amount (US$),Disbursed Amount (US$),Repaid to IBRD (US$),Due to IBRD (US$),Agreement Signing Date,Effective Date (Most Recent),Last Disbursement Date
LOAN-1762,India,Europe & Central Asia,Agriculture,Cancelled,2000-08-05,547701436.71,116511446.44,415776182.15,191225248.23,332104485.05,2000-06-25,2001-02-09,2006-09-19
LOAN-1763,Colombia,Latin America,Agriculture,Repaying,2016-11-08,373760905.95,0.0,167421867.15,56433100.66,101835288.06,2016-05-18,2016-12-27,2023-01-06
LOAN-1764,Egypt,Africa,Investment,Fully Repaid,2012-12-09,84888872.06,0.0,55519947.84,39323324.08,6766119.11,2012-10-02,2013-06-26,2021-06-12
LOAN-1765,Philippines,Latin America,Health,Disbursing&Repaying,2009-12-23,325890492.52,0.0,325890492.52,195047225.18,76992781.61,2009-09-07,2010-10-15,2018-01-04
LOAN-1766,Mexico,East Asia,Agriculture,Disbursing,2006-05-07,379720595.13,0.0,171517326.26,75892653.86,290579625.7,2006-03-26,2006-07-22,2011-01-23
LOAN-1767,Jordan,Latin America,Agriculture,Disbursing&Repaying,2008-11-10,145604526.27,0.0,67346696.09,43943058.81,41293039.94,2008-07-15,2009-03-10,2015-04-07
LOAN-1768,Nepal,Africa,Infrastructure,Fully Repaid,2003-08-03,347970989.1,0.0,347970989.1,63073536.14,242472847.15,2003-04-14,2004-03-13,2008-03-03
LOAN-1769,Tanzania,East Asia,Education,Fully Repaid,2000-11-20,256504868.09,0.0,227652014.55,88804192.02,42812932.81,2000-07-24,2001-01-31,2008-06-10
LOAN-1770,Jordan,Latin America,Health,Effective,2016-10-29,333947021.42,0.0,180518219.67,61810379.55,93299942.97,2016-05-17,2017-08-01,2019-04-06
LOAN-1771,Vietnam,Latin America,Education,Cancelled,2016-10-14,430343705.67,190527427.13,239517514.79,197486680.38,22866490.53,2016-06-20,2017-06-03,2025-12-22
LOAN-1772,Bangladesh,East Asia,Health,Disbursing,2017-04-05,188147441.12,0.0,188147441.12,12062305.61,134290176.97,2017-02-13,2017-08-12,2027-11-13
LOAN-1773,Nigeria,Africa,Education,Disbursing&Repaying,2017-04-14,308216976.24,0.0,243768028.11,151048532.0,176405384.7,2016-09-28,2017-09-17,2023-07-17
LOAN-1774,Tanzania,South Asia,Infrastructure,Disbursing&Repaying,2006-08-19,553273785.52,0.0,381278355.31,242456072.76,39388700.03,2006-03-08,2007-05-09,2010-10-04
LOAN-1775,Nigeria,Latin America,Education,Disbursing,2017-03-29,363278849.53,0.0,363278849.53,275134435.18,21525376.42,2016-09-20,2018-02-22,2019-11-12
LOAN-1776,Peru,Latin America,Climate,Cancelled,2023-12-01,526223669.25,385190743.24,280297713.39,107685988.01,299356857.61,2023-06-24,2024-06-05,2033-12-19
LOAN-1777,Kenya,South Asia,Climate,Disbursing&Repaying,2009-05-25,383527247.95,0.0,383527247.95,118875624.78,60227244.06,2009-02-03,2010-06-16,2017-02-15
LOAN-1778,India,Latin America,Climate,Cancelled,2018-09-12,490751679.97,183052416.51,196920423.67,12377895.1,280826529.41,2018-05-15,2019-01-07,2023-06-23
LOAN-1779,Ghana,Latin America,Agriculture,Fully Repaid,2009-07-14,423908081.99,0.0,236717234.87,38770944.96,322747710.12,2009-05-14,2009-09-12,2014-06-14
LOAN-1780,Pakistan,Africa,Investment,Disbursing,2007-06-14,589853539.56,0.0,589853539.56,233969774.2,433382237.77,2007-03-21,2007-08-26,2016-09-28
LOAN-1781,Indonesia,Africa,Investment,Disbursing,2000-06-04,43236150.25,0.0,18320597.55,3871181.03,17895259.47,2000-03-18,2000-07-07,2002-03-08
LOAN-1782,Indonesia,Latin America,Education,Effective,2021-10-18,315789053.86,0.0,128150218.78,69545378.93,249527867.79,2021-07-14,2022-09-22,2032-04-01
LOAN-1783,Vietnam,Africa,Education,Effective,2017-11-15,410706699.45,0.0,277006045.82,78587009.61,94338413.87,2017-06-02,2018-01-13,2026-09-05
LOAN-1784,Vietnam,South Asia,Health,Repaying,2001-02-24,6835374.47,0.0,6835374.47,2471859.53,4624581.07,2001-01-14,2001-12-22,2008-03-28
LOAN-1785,Philippines,Africa,Investment,Disbursing&Repaying,2008-06-06,273891256.18,0.0,259908536.86,203474014.36,119467394.85,2007-12-16,2008-12-17,2009-08-16
LOAN-1786,Ghana,South Asia,Climate,Fully Repaid,2017-12-13,581910558.09,0.0,575306120.7,351015250.05,131028211.99,2017-06-30,2018-02-22,2026-08-01
LOAN-1787,Colombia,East Asia,Climate,Effective,2008-10-01,592188520.78,0.0,592188520.78,482445616.19,355732563.89,2008-08-16,2009-07-24,2022-05-25
LOAN-1788,Peru,South Asia,Agriculture,Cancelled,2020-12-09,81077505.92,59822644.16,81077505.92,21989312.08,44981526.28,2020-10-31,2021-09-11,2033-11-20
LOAN-1789,Philippines,Latin America,Agriculture,Fully Repaid,2001-04-23,130926288.6,0.0,130926288.6,77740179.91,15328046.21,2001-01-20,2001-12-05,2008-06-01
LOAN-1790,Philippines,Africa,Investment,Cancelled,2022-01-25,401229945.33,271762783.34,401229945.33,242158780.54,220318282.3,2021-10-22,2022-06-18,2024-05-03
LOAN-1791,Vietnam,East Asia,Agriculture,Cancelled,2019-08-08,546549439.82,182618838.37,543474692.45,354630974.24,295377035.55,2019-06-30,2020-02-02,2022-05-22
LOAN-1792,Indonesia,South Asia,Agriculture,Cancelled,2016-06-30,207441523.12,147697988.04,181254186.12,30693717.05,156930706.58,2016-03-15,2017-05-21,2017-05-09
LOAN-1793,Nepal,South Asia,Health,Effective,2005-08-31,356085571.23,0.0,196518691.55,68650066.27,130958968.95,2005-03-05,2006-08-04,2011-06-20
LOAN-1794,Indonesia,East Asia,Education,Effective,2009-10-26,10467170.55,0.0,10467170.55,2976168.31,6930428.45,2009-04-25,2010-07-16,2013-12-11
LOAN-1795,Nepal,Latin America,Health,Effective,2013-11-08,449500659.15,0.0,449500659.15,334867276.06,34053225.59,2013-05-06,2014-02-09,2020-10-22
LOAN-1796,Tanzania,Latin America,Climate,Effective,2006-11-06,299540187.48,0.0,288550771.3,97829608.44,235395781.98,2006-09-04,2007-03-31,2008-11-05
LOAN-1797,Mexico,East Asia,Health,Repaying,2000-12-19,437800300.44,0.0,279877598.53,205293281.98,321469002.64,2000-08-31,2001-07-09,2011-04-06
LOAN-1798,Tanzania,Africa,Climate,Disbursing&Repaying,2008-10-01,455839940.11,0.0,324945718.17,154368709.94,119557655.04,2008-05-04,2009-05-20,2011-10-03
LOAN-1799,Morocco,Africa,Education,Disbursing&Repaying,2013-08-21,452598555.58,0.0,391184074.34,283438135.41,311096916.83,2013-02-25,2013-12-12,2017-07-17
LOAN-1800,Egypt,East Asia,Infrastructure,Disbursing&Repaying,2000-05-29,178193533.75,0.0,91922614.41,18046507.41,108927370.75,1999-11-16,2001-04-18,2003-07-08
LOAN-1801,Morocco,East Asia,Education,Disbursing,2015-12-13,570486901.88,0.0,423123775.11,320513755.57,424721224.55,2015-10-19,2016-02-07,2019-05-27
LOAN-1802,Peru,Africa,Agriculture,Disbursing,2005-04-30,358068472.21,0.0,358068472.21,202049191.69,126396558.26,2005-01-09,2006-02-04,2012-12-08
LOAN-1803,Mexico,East Asia,Infrastructure,Fully Repaid,2017-02-20,466630636.61,0.0,466630636.61,281687325.11,54693012.34,2016-09-02,2018-02-19,2027-12-11
LOAN-1804,Ghana,South Asia,Investment,Cancelled,2010-02-02,76400229.44,42181353.18,35610879.81,15679349.19,42141920.18,2009-08-30,2010-11-04,2017-01-18
LOAN-1805,Indonesia,Europe & Central Asia,Investment,Cancelled,2005-08-13,112752473.38,44552717.46,88776018.68,51502251.73,42309504.09,2005-02-02,2006-06-14,2010-08-01
LOAN-1806,Bangladesh,South Asia,Health,Disbursing,2023-04-11,239308944.24,0.0,239308944.24,168743221.89,107106486.08,2022-11-15,2024-05-10,2026-11-17
LOAN-1807,Pakistan,South Asia,Investment,Effective,2005-07-08,112495183.07,0.0,98914999.15,16018670.92,52427404.33,2005-05-27,2006-05-28,2010-12-18
LOAN-1808,Mexico,South Asia,Infrastructure,Cancelled,2013-05-23,339685244.69,264874902.36,339685244.69,10701699.24,266634684.86,2013-03-31,2014-01-24,2014-03-19
LOAN-1809,Philippines,Africa,Agriculture,Cancelled,2019-12-16,32468926.56,17735920.0,32468926.56,26434822.09,8768156.37,2019-06-12,2020-06-23,2032-07-01
LOAN-1810,Ghana,Europe & Central Asia,Agriculture,Repaying,2001-08-24,325234644.66,0.0,184691519.5,16457532.22,216223300.37,2001-07-09,2002-02-23,2007-04-18
LOAN-1811,Morocco,Europe & Central Asia,Health,Fully Repaid,2003-05-03,333482022.91,0.0,291272039.76,72717855.14,199031509.89,2003-02-17,2003-10-13,2012-09-19
LOAN-1812,Mexico,East Asia,Agriculture,Repaying,2024-01-15,276360310.65,0.0,276360310.65,168268360.01,208693349.34,2023-12-18,2025-01-01,2030-11-25
LOAN-1813,Pakistan,Africa,Education,Repaying,2014-03-11,340367083.15,0.0,312530804.22,143853147.41,58894500.61,2013-11-24,2014-04-23,2020-07-24
LOAN-1814,Kenya,Africa,Infrastructure,Disbursing&Repaying,2003-12-28,79149628.22,0.0,38624393.76,19062370.68,7872975.48,2003-09-24,2004-06-14,2008-02-03
LOAN-1815,Philippines,Africa,Agriculture,Disbursing,2005-07-16,10868682.92,0.0,7626824.19,6649798.55,3629860.37,2005-02-22,2006-01-18,2017-05-04
LOAN-1816,Indonesia,Europe & Central Asia,Agriculture,Disbursing,2002-02-24,212595625.91,0.0,182348893.6,46279611.5,53848447.11,2001-11-25,2002-10-11,2007-01-09
LOAN-1817,Ghana,Europe & Central Asia,Climate,Effective,2000-06-04,333244658.92,0.0,333244658.92,120763244.03,164700371.91,2000-01-15,2001-07-04,2004-09-24
LOAN-1818,Morocco,Latin America,Climate,Effective,2011-03-05,230386395.44,0.0,227699606.22,10833528.96,136864368.35,2010-09-21,2011-11-04,2022-04-06
LOAN-1819,Mexico,East Asia,Climate,Fully Repaid,2023-05-09,591816533.96,0.0,591816533.96,267504814.27,152018274.21,2023-03-02,2023-11-11,2026-02-14
LOAN-1820,Nepal,East Asia,Agriculture,Repaying,2004-03-14,463494148.97,0.0,463494148.97,264752035.14,49834848.88,2003-10-09,2004-05-12,2006-12-01
LOAN-1821,Nepal,Europe & Central Asia,Climate,Disbursing&Repaying,2022-10-26,558105459.16,0.0,558105459.16,5371884.53,424884298.85,2022-09-12,2023-07-28,2034-10-21
LOAN-1822,Peru,Europe & Central Asia,Climate,Disbursing&Repaying,2000-04-29,420239761.95,0.0,304412085.85,168844582.37,308105002.8,2000-01-02,2001-05-23,2013-02-17
LOAN-1823,Ghana,Latin America,Health,Cancelled,2001-11-24,596562057.95,279901683.48,554169933.7,459081610.88,476877355.07,2001-10-02,2002-12-04,2014-06-17
LOAN-1824,Philippines,Latin America,Education,Fully Repaid,2022-03-24,49697812.56,0.0,49697812.56,22976095.68,37987154.28,2022-01-30,2022-10-31,2025-08-02
LOAN-1825,Vietnam,Latin America,Infrastructure,Fully Repaid,2013-03-02,499877211.61,0.0,499877211.61,385917977.09,133741425.43,2012-12-28,2013-04-02,2026-09-29
LOAN-1826,Bangladesh,Latin America,Health,Disbursing,2020-10-08,554218537.97,0.0,554218537.97,478413328.3,241997728.74,2020-05-27,2020-12-06,2029-07-27
LOAN-1827,India,Europe & Central Asia,Education,Disbursing&Repaying,2008-05-08,278910556.29,0.0,178134739.06,17180676.9,87101333.05,2008-01-29,2008-06-11,2011-06-12
LOAN-1828,Colombia,East Asia,Agriculture,Fully Repaid,2000-04-23,122538938.12,0.0,100883519.99,81580362.58,43873754.36,1999-10-28,2000-09-28,2006-03-15
LOAN-1829,Tanzania,East Asia,Education,Effective,2004-11-15,227714133.17,0.0,157486310.77,126457420.35,102999779.35,2004-05-21,2005-07-27,2009-04-28
LOAN-1830,Morocco,Africa,Infrastructure,Disbursing,2008-07-02,449519197.33,0.0,181897122.83,144647982.44,261581773.18,2008-06-12,2008-10-08,2018-03-04
LOAN-1831,Colombia,Africa,Investment,Disbursing&Repaying,2011-12-03,541093697.13,0.0,285832745.98,51190567.29,221562306.54,2011-08-08,2012-09-08,2025-01-29
LOAN-1832,Tanzania,Latin America,Agriculture,Disbursing&Repaying,2017-06-10,198308180.62,0.0,198308180.62,157375364.82,84557405.86,2017-05-03,2017-09-03,2018-09-26
LOAN-1833,Morocco,Latin America,Health,Effective,2019-04-10,209751727.79,0.0,86191004.68,53093132.92,18674170.67,2018-09-24,2019-05-14,2029-11-01
LOAN-1834,Tanzania,Africa,Agriculture,Disbursing&Repaying,2022-12-07,172922905.04,0.0,80597968.39,31115389.11,88745741.65,2022-09-25,2023-05-29,2026-05-02
LOAN-1835,Nigeria,Latin America,Health,Disbursing,2022-07-14,401466616.53,0.0,298421032.67,127277628.43,255749366.32,2022-05-19,2022-11-17,2026-09-09
LOAN-1836,Philippines,South Asia,Health,Fully Repaid,2000-10-16,83716008.54,0.0,36055911.03,32138757.78,62521103.32,2000-08-16,2000-12-31,2002-10-03
LOAN-1837,Bangladesh,East Asia,Investment,Fully Repaid,2021-06-30,317357853.26,0.0,304703871.89,268782913.52,68654477.32,2021-02-10,2022-03-05,2023-06-23
LOAN-1838,Nepal,South Asia,Agriculture,Effective,2002-02-18,165201423.07,0.0,103159161.75,32590255.14,60059910.73,2002-01-29,2002-03-20,2004-02-15
LOAN-1839,Vietnam,Latin America,Infrastructure,Effective,2022-01-14,174763597.14,0.0,109074763.97,59540602.25,65218391.88,2021-10-11,2022-07-18,2025-05-11
LOAN-1840,Indonesia,South Asia,Health,Effective,2023-09-21,411362100.08,0.0,411362100.08,48243427.37,131811330.64,2023-06-08,2024-02-19,2030-09-24
LOAN-1841,Pakistan,Europe & Central Asia,Health,Disbursing,2001-11-03,233509367.2,0.0,233509367.2,27422607.97,141726310.19,2001-05-10,2002-03-10,2006-12-27
LOAN-1842,Egypt,South Asia,Climate,Repaying,2023-12-07,49553362.69,0.0,41489207.92,12803908.61,29435341.35,2023-10-19,2024-01-28,2027-08-15
LOAN-1843,Pakistan,East Asia,Infrastructure,Cancelled,2015-07-31,332544930.79,155993279.46,200198834.27,158030515.03,229482180.42,2015-01-19,2015-10-29,2026-03-07
LOAN-1844,Kenya,East Asia,Climate,Cancelled,2012-04-18,254307475.85,198484992.34,254307475.85,115323986.08,16887586.44,2012-01-25,2012-06-10,2025-10-25
LOAN-1845,Brazil,Latin America,Education,Disbursing,2007-06-04,445725542.12,0.0,320028738.44,197209661.76,313207679.03,2007-01-15,2008-01-16,2020-11-09
LOAN-1846,Bangladesh,East Asia,Health,Cancelled,2000-05-25,366294935.69,173354423.35,207154319.64,671281.87,175427246.51,1999-11-16,2001-06-27,2012-12-29
LOAN-1847,Nigeria,Africa,Health,Repaying,2002-01-17,512222671.74,0.0,326332428.28,78862534.63,71366728.27,2001-11-08,2002-07-15,2003-09-29
LOAN-1848,Morocco,Africa,Health,Repaying,2009-06-02,556712534.64,0.0,343128592.93,244156302.45,296065205.77,2009-04-24,2009-07-02,2018-01-12
LOAN-1849,Ghana,Africa,Infrastructure,Fully Repaid,2013-03-24,54531462.92,0.0,52588472.75,25996983.46,32258615.48,2013-02-28,2014-03-09,2014-04-13
LOAN-1850,Ghana,Latin America,Climate,Disbursing&Repaying,2004-10-09,439633622.91,0.0,274222282.99,63177657.88,27138085.51,2004-03-23,2005-10-26,2014-02-28
LOAN-1851,Nigeria,Europe & Central Asia,Agriculture,Cancelled,2017-09-27,332772293.15,155615486.61,332772293.15,66080302.63,83723887.31,2017-03-15,2018-06-06,2026-10-29
LOAN-1852,Morocco,East Asia,Climate,Repaying,2022-01-01,60746181.98,0.0,33119476.61,5515228.14,42325760.55,2021-11-06,2022-12-28,2029-02-23
LOAN-1853,India,Africa,Investment,Disbursing,2006-06-09,101936596.01,0.0,55268739.53,19608110.85,51566314.92,2006-02-10,2006-11-11,2017-06-18
LOAN-1854,Bangladesh,South Asia,Education,Disbursing,2016-12-13,435962618.95,0.0,222268145.7,150119857.14,25652649.49,2016-11-28,2017-03-09,2018-01-28
LOAN-1855,Brazil,Latin America,Investment,Disbursing,2000-06-02,152764051.95,0.0,71321936.26,9155742.82,79519537.21,2000-01-06,2000-12-22,2003-02-23
LOAN-1856,Pakistan,Latin America,Agriculture,Effective,2021-06-25,290853131.17,0.0,247306887.61,98896436.25,50130960.34,2021-04-14,2021-08-22,2034-06-29
LOAN-1857,Nigeria,Europe & Central Asia,Agriculture,Cancelled,2018-08-18,78229931.54,15702800.98,78229931.54,7238911.32,21321870.47,2018-06-12,2018-09-29,2024-07-13
LOAN-1858,Colombia,East Asia,Education,Fully Repaid,2005-01-15,92689023.54,0.0,85671693.1,17416708.5,65739002.0,2004-11-23,2005-04-11,2010-11-24
LOAN-1859,Indonesia,Africa,Health,Disbursing,2001-12-11,217598202.9,0.0,194218889.35,20687394.63,161564425.6,2001-10-24,2002-04-11,2012-05-18
LOAN-1860,Peru,Africa,Infrastructure,Effective,2012-11-15,361768833.5,0.0,341345770.69,46149276.48,199137477.26,2012-10-10,2013-05-02,2024-11-21
LOAN-1861,Ghana,Africa,Infrastructure,Repaying,2006-07-29,487378051.84,0.0,472291432.77,32461791.38,25165314.2,2006-06-12,2007-03-15,2017-05-31
LOAN-1862,Tanzania,South Asia,Agriculture,Effective,2005-09-20,72332600.42,0.0,53668079.06,35100907.06,11464779.72,2005-06-04,2006-04-18,2013-09-13
LOAN-1863,Tanzania,East Asia,Education,Repaying,2011-01-11,291366687.25,0.0,291366687.25,157795108.31,153682273.7,2010-09-16,2011-11-18,2022-12-31
LOAN-1864,Jordan,Europe & Central Asia,Health,Disbursing&Repaying,2018-12-03,298097836.61,0.0,247114178.45,51178103.39,33599588.21,2018-06-29,2019-12-23,2024-08-29
LOAN-1865,Kenya,Latin America,Investment,Fully Repaid,2005-12-28,220217111.35,0.0,123899373.31,94849380.88,70865609.16,2005-12-03,2006-07-24,2014-11-27
LOAN-1866,Morocco,Africa,Agriculture,Fully Repaid,2010-11-17,278931089.57,0.0,278931089.57,138447543.53,208781684.78,2010-09-11,2011-01-14,2014-10-15
LOAN-1867,Indonesia,Latin America,Climate,Disbursing&Repaying,2004-10-02,229589166.02,0.0,96674833.41,83954539.94,75480462.81,2004-04-27,2004-12-08,2016-04-08
LOAN-1868,Mexico,South Asia,Agriculture,Fully Repaid,2006-09-18,92397569.73,0.0,47401985.48,10454091.88,5484560.37,2006-05-11,2006-12-28,2019-05-13
LOAN-1869,Nepal,East Asia,Agriculture,Effective,2004-12-27,249855877.53,0.0,167370854.85,117704761.61,142776460.41,2004-12-02,2005-12-20,2006-07-13
LOAN-1870,Mexico,Europe & Central Asia,Health,Fully Repaid,2011-07-29,100407528.85,0.0,72003499.27,27451959.73,76428350.64,2011-03-13,2012-01-31,2017-06-29
LOAN-1871,Colombia,Latin America,Education,Disbursing&Repaying,2009-07-03,166737426.85,0.0,78958378.44,26830392.73,127271474.48,2009-01-16,2009-08-30,2015-03-27
LOAN-1872,Bangladesh,Latin America,Education,Disbursing&Repaying,2021-01-04,494390454.51,0.0,494390454.51,269232713.56,53348156.29,2020-10-06,2022-01-03,2030-12-01
LOAN-1873,Bangladesh,Latin America,Infrastructure,Disbursing,2003-06-28,37529636.87,0.0,26165006.44,9989791.63,9473969.15,2003-01-15,2004-01-15,2004-12-08
LOAN-1874,Philippines,Africa,Health,Effective,2008-06-02,101842439.97,0.0,49411063.05,9423626.17,5930566.35,2008-04-02,2009-05-24,2009-12-19
LOAN-1875,Philippines,Africa,Investment,Fully Repaid,2002-01-18,55598416.04,0.0,47597705.01,1922332.53,43915547.56,2001-10-20,2002-04-05,2009-10-16
LOAN-1876,India,Africa,Agriculture,Fully Repaid,2015-12-18,452249260.87,0.0,452249260.87,203600118.51,129277410.31,2015-06-12,2016-12-27,2018-12-19
LOAN-1877,Vietnam,East Asia,Education,Disbursing,2017-02-20,538424152.26,0.0,432280680.62,195373319.66,339904550.07,2016-09-13,2017-04-10,2024-06-19
LOAN-1878,Mexico,Latin America,Climate,Repaying,2009-09-03,411012519.08,0.0,190299736.59,107206774.19,314265811.62,2009-03-10,2009-12-14,2014-02-08
LOAN-1879,Peru,Europe & Central Asia,Infrastructure,Fully Repaid,2005-11-19,595405928.78,0.0,528119784.22,248722437.2,373008215.74,2005-08-27,2006-06-21,2016-05-14
LOAN-1880,Brazil,East Asia,Investment,Cancelled,2022-04-26,147270823.56,100561800.43,147270823.56,80437753.92,113179356.68,2022-03-11,2022-10-31,2035-05-30
LOAN-1881,Kenya,East Asia,Infrastructure,Effective,2016-04-18,60997826.46,0.0,39708057.65,33380593.52,10436994.29,2016-03-17,2016-06-23,2021-02-18
LOAN-1882,Egypt,Africa,Health,Repaying,2005-07-24,591755269.11,0.0,591755269.11,406436296.85,225774779.11,2005-03-12,2005-09-12,2014-07-14
LOAN-1883,Nepal,East Asia,Infrastructure,Cancelled,2014-01-25,248374772.07,62117121.93,222480907.98,136275408.2,94536594.12,2013-10-02,2014-11-10,2024-12-25
LOAN-1884,Nigeria,South Asia,Agriculture,Cancelled,2000-05-10,374265165.68,266415370.05,342487593.53,228418094.85,87433054.32,2000-02-16,2000-12-18,2004-09-22
LOAN-1885,Bangladesh,South Asia,Education,Fully Repaid,2024-01-02,137715517.63,0.0,137715517.63,82937174.39,42926404.92,2023-11-26,2024-03-15,2028-11-12
LOAN-1886,Indonesia,East Asia,Agriculture,Cancelled,2021-10-24,462088907.01,287130264.99,258574231.84,76498817.62,133064806.76,2021-06-15,2022-01-20,2028-11-16
LOAN-1887,Egypt,South Asia,Health,Cancelled,2001-05-28,329323326.93,218843028.64,329323326.93,43128979.88,69191689.12,2001-05-03,2001-12-29,2011-11-15
LOAN-1888,Tanzania,Latin America,Climate,Effective,2011-04-22,37176121.48,0.0,37176121.48,31874081.94,20920995.46,2011-02-26,2011-07-03,2015-04-22
LOAN-1889,Kenya,Africa,Climate,Cancelled,2009-08-08,246015745.65,181029218.62,157122739.09,100713481.08,173063920.97,2009-06-12,2009-10-04,2012-06-30
LOAN-1890,Colombia,Africa,Health,Fully Repaid,2021-04-30,578202632.58,0.0,368618046.97,65888551.03,437384985.52,2020-10-26,2021-08-20,2031-12-12
LOAN-1891,Ghana,Europe & Central Asia,Infrastructure,Disbursing,2006-06-27,236537090.43,0.0,96494172.35,68005728.55,117759157.61,2005-12-29,2007-01-05,2007-08-17
LOAN-1892,Morocco,East Asia,Infrastructure,Disbursing&Repaying,2018-03-25,560622542.63,0.0,448249417.45,127646666.08,361047989.24,2017-11-02,2019-04-28,2019-02-18
LOAN-1893,Egypt,Latin America,Education,Disbursing&Repaying,2008-06-01,382404366.49,0.0,348421282.13,181366975.51,29584514.48,2007-11-26,2009-04-06,2012-12-17
LOAN-1894,Bangladesh,Latin America,Infrastructure,Disbursing,2016-08-10,212110904.64,0.0,212110904.64,185505845.46,102370517.85,2016-07-27,2017-02-10,2024-04-24
LOAN-1895,Peru,South Asia,Education,Effective,2024-05-01,421093701.92,0.0,387039577.1,158840166.39,150663161.14,2023-12-10,2024-11-18,2027-09-11
LOAN-1896,Mexico,East Asia,Climate,Fully Repaid,2012-10-13,259888250.28,0.0,140733679.14,75349181.82,118787683.68,2012-04-10,2013-10-26,2023-06-01
